person_id,test_time,education,childhood,gender,age,hand,familysize,rwa
5427,163,High school,Suburban,Male,31,Left,1,1.45
5428,237,High school,"Urban (town, city)",Male,23,Right,2,4
5429,204,Graduate degree,"Urban (town, city)",Male,27,Right,3,3.15
5430,166,University degree,"Urban (town, city)",Female,42,Right,3,1.7
5431,151,Less than high school,Suburban,Female,15,Right,4,2.3
5432,150,Less than high school,Suburban,Female,15,Left,2,1.05
5433,220,High school,"Urban (town, city)",Male,18,Right,3,2.2
5434,427,High school,Suburban,Male,37,Right,6,1.9
5435,226,High school,Suburban,Female,61,Right,4,1.55
5436,233,Less than high school,Suburban,Male,14,Right,2,2.25
5437,182,University degree,Suburban,Male,24,Right,2,1.95
5438,255,University degree,"Urban (town, city)",Male,30,Right,3,2.85
5439,137,Graduate degree,Suburban,Male,55,Right,4,1.5
5440,140,University degree,Suburban,Other,26,Right,2,1.1
5441,170,University degree,Rural (country side),Male,32,Left,4,1.25
5442,83,Graduate degree,Suburban,Female,35,Right,3,1.55
5443,237,High school,"Urban (town, city)",Female,62,Both,NA,4.3
5444,301,High school,"Urban (town, city)",Male,62,Right,4,1.3
5445,151,Graduate degree,"Urban (town, city)",Male,41,Right,2,1.45
5446,162,University degree,Rural (country side),Male,29,Right,4,1.15
5447,149,University degree,NA,Male,62,Right,2,1.25
5448,157,University degree,Suburban,Male,23,Right,2,2.75
5449,387,Graduate degree,Rural (country side),Male,52,Right,2,3.1
5450,269,University degree,Suburban,Male,35,Right,6,1.6
5451,102,University degree,"Urban (town, city)",Female,27,NA,3,4.8
5452,108,University degree,Suburban,Male,30,Right,1,2.5
5453,143,University degree,NA,Male,35,Right,3,1
5454,136,Graduate degree,Suburban,Male,43,Right,3,1.75
5455,210,Graduate degree,"Urban (town, city)",Female,35,Right,4,1.45
5456,200,University degree,Suburban,Male,38,Left,3,2.2
5457,146,Graduate degree,Suburban,Male,22,Right,3,4.35
5458,137,Graduate degree,Rural (country side),Female,67,Right,7,1.2
5459,NA,University degree,Suburban,Male,34,Right,4,5.25
5460,81,High school,"Urban (town, city)",Male,24,Left,3,1.2
5461,215,University degree,Suburban,Male,40,Right,4,3
5462,181,Graduate degree,"Urban (town, city)",Male,43,Right,2,1.15
5463,185,University degree,Suburban,Male,53,Right,2,1.55
5464,310,High school,"Urban (town, city)",Female,16,Right,2,1.2
5465,232,Graduate degree,Suburban,Male,38,Right,3,1.1
5466,130,NA,Suburban,Male,15,Right,2,2.55
5467,209,High school,Suburban,Male,34,Right,5,1.5
5468,127,High school,"Urban (town, city)",Male,34,Right,1,5.15
5469,263,Graduate degree,Suburban,Male,35,Right,1,1.75
5470,77,High school,Suburban,Other,21,Right,2,1
5471,149,Graduate degree,Suburban,Male,48,Right,2,1.4
5472,118,Graduate degree,"Urban (town, city)",Female,36,Right,2,1.4
5473,156,Graduate degree,Suburban,Female,36,Left,2,2.4
5474,169,University degree,"Urban (town, city)",Male,23,Right,1,1.55
5475,327,High school,Suburban,Male,64,Right,9,2.8
5476,200,High school,Rural (country side),Male,25,Left,1,2.35
5477,512,Graduate degree,"Urban (town, city)",Male,47,Right,3,3.2
5478,203,Graduate degree,"Urban (town, city)",Male,70,Right,3,2.2
5479,NA,University degree,Suburban,Male,61,Right,3,2.4
5480,166,University degree,Suburban,Male,27,Right,1,8
5481,127,University degree,Suburban,Male,33,Left,2,6.5
5482,189,Less than high school,Suburban,Male,18,Right,2,1.8
5483,400,High school,Rural (country side),Male,20,Right,2,8.15
5484,83,Graduate degree,"Urban (town, city)",Male,28,Left,2,1.25
5485,392,University degree,Suburban,Male,62,Right,2,2.15
5486,350,Graduate degree,Suburban,Male,29,Right,1,1.1
5487,443,High school,Suburban,Male,64,Right,4,2.6
5488,136,Graduate degree,Suburban,Male,28,Right,2,1.35
5489,206,Graduate degree,Suburban,Male,28,Left,2,3.2
5490,181,University degree,Suburban,Male,27,Right,1,1.45
5491,233,University degree,Suburban,Female,36,Left,4,1.45
5492,415,University degree,Suburban,Male,24,Right,2,1.3
5493,162,High school,Suburban,Male,19,Right,3,1.3
5494,183,Graduate degree,"Urban (town, city)",Female,42,Right,3,1.75
5495,222,University degree,Rural (country side),Male,26,Right,2,2.4
5496,182,Graduate degree,"Urban (town, city)",Male,59,Both,2,5.05
5497,172,University degree,Suburban,Male,27,Right,4,1.5
5498,155,University degree,Suburban,Male,19,Right,1,1.1
5499,341,University degree,"Urban (town, city)",Male,55,Right,2,1.5
5500,240,Graduate degree,Suburban,Male,24,Right,3,2.05
5501,301,Graduate degree,Suburban,Male,80,Right,1,3.25
5502,368,Graduate degree,Suburban,Male,41,Right,2,2.15
5503,245,University degree,Suburban,Female,57,Both,4,1.85
5504,NA,Less than high school,Rural (country side),Male,21,Right,2,1.65
5505,106,Graduate degree,"Urban (town, city)",Male,45,Right,2,6.85
5506,369,University degree,Rural (country side),Female,48,Left,5,2.9
5507,143,University degree,Suburban,Male,16,Both,3,7.3
5508,111,High school,"Urban (town, city)",Male,45,Left,1,2.2
5509,469,High school,"Urban (town, city)",Female,62,Right,9,5.95
5510,363,High school,"Urban (town, city)",Female,18,Right,4,1.8
5511,215,Graduate degree,Suburban,Female,53,Right,3,1.15
5512,298,Graduate degree,Suburban,Male,55,Right,2,1.55
5513,456,University degree,Suburban,Female,44,Right,3,4.85
5514,256,University degree,"Urban (town, city)",Male,29,Right,2,2.35
5515,169,University degree,Suburban,Male,51,Right,2,1
5516,153,Graduate degree,"Urban (town, city)",Male,40,Right,2,1.55
5517,145,Graduate degree,Suburban,Male,37,Left,2,1.55
5518,303,High school,"Urban (town, city)",Male,16,Both,4,5.25
5519,170,Graduate degree,"Urban (town, city)",Male,67,Right,3,1.75
5520,175,High school,Suburban,Male,43,Left,3,1.75
5521,191,Graduate degree,"Urban (town, city)",Female,44,Right,2,2.1
5522,278,High school,"Urban (town, city)",Female,43,Right,1,1.1
5523,298,Graduate degree,Suburban,Female,42,Right,2,2.75
5524,251,Graduate degree,Suburban,Male,35,Right,2,1.55
5525,194,Graduate degree,Suburban,Male,36,Right,3,2.3
5526,222,Graduate degree,Suburban,Male,44,Right,2,2.15
5527,296,Graduate degree,"Urban (town, city)",Female,29,Left,3,3.1
5528,277,University degree,Rural (country side),Male,59,Left,5,2.35
5529,330,University degree,Suburban,Male,53,Left,2,1.8
5530,146,High school,Suburban,Female,19,Left,2,1.95
5531,224,High school,Suburban,Male,29,Right,2,1.95
5532,183,University degree,"Urban (town, city)",Female,20,Right,2,6.45
5533,168,High school,Rural (country side),Male,47,Right,5,2.7
5534,190,Graduate degree,Suburban,Male,64,Left,4,1.9
5535,117,University degree,Suburban,Male,42,Right,3,2.2
5536,276,Graduate degree,Rural (country side),Male,38,Right,2,1.25
5537,141,High school,Suburban,Male,23,Right,4,7.75
5538,133,University degree,Suburban,Female,61,Right,3,1
5539,162,Graduate degree,Suburban,Male,37,Right,5,1.15
5540,264,Graduate degree,Suburban,Female,29,Right,2,2.5
5541,358,Less than high school,Rural (country side),Male,17,Right,3,3.75
5542,158,Graduate degree,Suburban,Male,26,Right,2,6.6
5543,235,Graduate degree,"Urban (town, city)",Female,47,Right,3,1.1
5544,253,Graduate degree,Suburban,Female,51,Right,3,2.6
5545,243,University degree,Rural (country side),Female,33,Right,2,1.05
5546,158,Graduate degree,Suburban,Male,32,Right,4,2.7
5547,222,High school,"Urban (town, city)",Male,18,Right,1,2.8
5548,140,University degree,Suburban,Male,31,Right,2,2.1
5549,247,High school,"Urban (town, city)",Female,47,Right,NA,2.15
5550,143,University degree,Rural (country side),Male,29,Right,2,1.75
5551,483,Graduate degree,"Urban (town, city)",Male,45,Right,2,3.85
5552,144,Graduate degree,Rural (country side),Female,51,Right,3,1.5
5553,196,Graduate degree,Rural (country side),Female,42,Right,3,1.95
5554,164,Graduate degree,Suburban,Female,45,Both,4,1.3
5555,216,University degree,Suburban,Male,22,Left,3,1.75
5556,164,University degree,"Urban (town, city)",Female,49,Right,4,1.2
5557,532,University degree,Suburban,Female,36,Right,3,1.85
5558,142,Graduate degree,"Urban (town, city)",Female,52,Right,3,1.05
5559,542,University degree,"Urban (town, city)",Female,33,Right,1,2.55
5560,192,High school,Suburban,Male,17,Right,3,4.1
5561,169,University degree,"Urban (town, city)",Male,27,Right,2,1.5
5562,234,University degree,Suburban,Male,65,Right,3,6.8
5563,289,University degree,Suburban,Male,38,Right,5,2.2
5564,419,Less than high school,Suburban,Male,17,Right,1,5.25
5565,268,Graduate degree,Rural (country side),Male,71,Left,2,1.55
5566,258,University degree,Suburban,Male,37,Right,4,2.3
5567,177,University degree,Rural (country side),Male,37,Right,3,2
5568,268,University degree,Suburban,Male,24,Right,1,2.6
5569,182,Graduate degree,Rural (country side),Male,68,Right,5,1.85
5570,138,High school,"Urban (town, city)",Female,20,Left,1,4.9
5571,101,University degree,Rural (country side),Male,26,Right,2,1.7
5572,NA,NA,Suburban,Female,15,Right,2,1.35
5573,221,University degree,Suburban,Male,33,Right,4,1.2
5574,244,Graduate degree,Suburban,Female,32,Right,2,2.75
5575,193,Graduate degree,Suburban,Male,35,Right,3,3.2
5576,292,University degree,"Urban (town, city)",Female,27,Right,2,1.65
5577,307,University degree,"Urban (town, city)",Male,49,Right,1,2.25
5578,261,High school,Rural (country side),Male,31,Right,1,3.55
5579,125,University degree,Suburban,Male,26,Left,2,2.75
5580,194,Less than high school,Suburban,Female,57,Right,2,4.95
5581,157,University degree,Suburban,Male,41,Left,4,1
5582,331,University degree,Suburban,Male,44,Right,3,2.15
5583,226,University degree,Suburban,Male,38,Right,2,1.5
5584,221,University degree,Suburban,Male,25,Right,4,1.4
5585,137,Graduate degree,Suburban,Female,47,Right,2,2.1
5586,328,University degree,Suburban,Male,68,Right,3,1.65
5587,140,University degree,"Urban (town, city)",Male,41,Left,2,2.6
5588,195,University degree,Suburban,Male,51,Right,3,2.4
5589,247,University degree,Suburban,Female,54,Right,3,1.4
5590,395,Less than high school,Rural (country side),Female,14,Right,2,2.3
5591,102,Graduate degree,Rural (country side),Female,54,Right,3,1.45
5592,234,University degree,Suburban,Male,62,Right,2,1.4
5593,124,University degree,"Urban (town, city)",Female,62,Right,3,1.3
5594,NA,University degree,Suburban,Male,25,Right,2,3.8
5595,134,University degree,"Urban (town, city)",Male,57,Right,5,1.1
5596,71,University degree,"Urban (town, city)",Male,23,Right,1,4.85
5597,136,Graduate degree,Suburban,Male,33,Right,2,2.15
5598,161,High school,Suburban,Female,58,Right,3,5.3
5599,147,University degree,Suburban,Male,50,Left,1,1.3
5600,186,Graduate degree,Rural (country side),Male,31,Left,2,1.7
5601,360,University degree,Rural (country side),Male,22,Right,5,5.3
5602,282,High school,"Urban (town, city)",Male,22,Right,2,3.55
5603,217,Graduate degree,"Urban (town, city)",Male,45,Right,3,2.45
5604,317,High school,"Urban (town, city)",Female,63,Right,8,1.95
5605,NA,High school,Rural (country side),Male,20,Right,2,2.4
5606,156,High school,Suburban,Female,18,Right,3,2.8
5607,213,University degree,Rural (country side),Female,26,Right,1,1.85
5608,221,High school,Rural (country side),Male,34,Right,4,1.15
5609,NA,University degree,Suburban,Male,36,Right,3,1
5610,264,University degree,Suburban,Female,24,Right,3,1.45
5611,197,Graduate degree,Suburban,Female,46,Left,NA,1.85
5612,129,Graduate degree,"Urban (town, city)",Male,65,Right,4,1
5613,106,University degree,Suburban,Male,27,Right,3,1.4
5614,158,University degree,"Urban (town, city)",Male,23,Right,3,1.35
5615,215,High school,Suburban,Male,72,Left,3,1.9
5616,115,Graduate degree,Suburban,Female,31,Right,3,1
5617,498,University degree,Suburban,Female,44,Right,3,1.95
5618,111,University degree,Suburban,Male,52,Right,1,2.9
5619,337,High school,"Urban (town, city)",Female,21,Right,3,2.6
5620,173,Graduate degree,"Urban (town, city)",Male,65,Left,1,1.55
5621,149,Graduate degree,"Urban (town, city)",Female,50,Right,2,1.1
5622,582,High school,"Urban (town, city)",Male,21,Right,2,2.1
5623,111,Less than high school,"Urban (town, city)",Male,16,Right,4,1.05
5624,270,University degree,Suburban,Male,45,Right,2,1.05
5625,154,University degree,"Urban (town, city)",Male,44,Right,3,1.45
5626,149,Graduate degree,Suburban,Female,32,Left,2,1.75
5627,137,Graduate degree,Suburban,Male,39,Right,3,1.9
5628,226,Graduate degree,Suburban,Male,70,Right,1,1.65
5629,139,High school,"Urban (town, city)",Male,33,Right,2,3.75
5630,NA,Graduate degree,Rural (country side),Female,30,Right,1,3.2
5631,170,NA,"Urban (town, city)",Male,64,Right,5,3.45
5632,154,University degree,Suburban,Male,54,Right,3,1.5
5633,188,University degree,"Urban (town, city)",Female,43,Right,3,2.15
5634,156,Graduate degree,"Urban (town, city)",Female,55,Left,4,1.35
5635,186,University degree,Suburban,Female,27,Right,5,1.65
5636,187,University degree,Suburban,Female,27,Right,3,1.3
5637,169,Graduate degree,Suburban,Male,33,Right,3,1.1
5638,184,Graduate degree,Suburban,Male,28,Right,2,1.3
5639,223,Graduate degree,"Urban (town, city)",Female,28,Right,4,1.25
5640,90,University degree,Suburban,Female,36,Right,1,1
5641,124,University degree,Rural (country side),Male,29,Right,1,2.45
5642,120,University degree,Rural (country side),Female,40,Right,3,1.2
5643,382,Graduate degree,Rural (country side),Male,41,Right,5,2
5644,189,University degree,Rural (country side),Male,23,Right,6,6.55
5645,166,Graduate degree,Suburban,Male,27,Right,2,3.05
5646,160,Graduate degree,Suburban,Male,31,Right,3,1
5647,345,High school,Suburban,Male,34,Right,3,1.75
5648,150,High school,"Urban (town, city)",Female,44,Right,3,1.5
5649,NA,Graduate degree,"Urban (town, city)",Male,34,Right,3,1.9
5650,189,Graduate degree,Suburban,Male,64,Right,2,1.85
5651,273,University degree,Suburban,Male,29,Right,3,5.05
5652,231,High school,"Urban (town, city)",Female,44,Left,3,1
5653,237,University degree,"Urban (town, city)",Male,52,Left,2,1.75
5654,254,Graduate degree,Suburban,Female,37,Left,3,1.7
5655,138,High school,Suburban,Male,18,Right,1,1.1
5656,118,University degree,"Urban (town, city)",Male,20,Left,3,1.75
5657,239,Graduate degree,"Urban (town, city)",Female,31,Right,2,1
5658,174,High school,Suburban,Male,23,Right,4,7.7
5659,172,Graduate degree,Suburban,Female,39,Right,2,1.25
5660,231,Graduate degree,Rural (country side),Female,38,Right,1,2
5661,599,Graduate degree,Suburban,Male,47,Right,2,2.55
5662,200,Graduate degree,Suburban,Female,47,Right,3,2
5663,284,High school,"Urban (town, city)",Male,41,Right,10,1
5664,259,Graduate degree,Suburban,Female,41,Right,1,1.15
5665,352,University degree,Rural (country side),Female,42,Right,2,1.85
5666,221,University degree,"Urban (town, city)",Female,52,Right,3,1.75
5667,290,University degree,Rural (country side),Female,53,Right,2,1.75
5668,123,High school,Suburban,Male,28,Both,3,1
5669,401,Graduate degree,Suburban,Female,50,Left,2,1.4
5670,273,University degree,Rural (country side),Female,32,Right,1,1
5671,305,Graduate degree,"Urban (town, city)",Male,26,Right,3,1.35
5672,157,Graduate degree,Rural (country side),Female,30,Right,2,2.4
5673,160,University degree,Rural (country side),Male,41,Left,5,2.5
5674,113,University degree,Suburban,Male,39,Right,4,2.2
5675,375,Graduate degree,Suburban,Male,47,Right,2,2.65
5676,155,High school,"Urban (town, city)",Male,18,Right,2,1.85
5677,132,University degree,Suburban,Female,32,Left,3,1.65
5678,206,Graduate degree,Rural (country side),Female,70,Right,3,1.7
5679,254,University degree,"Urban (town, city)",Male,20,Right,1,1.4
5680,243,Graduate degree,"Urban (town, city)",Male,56,Right,4,1.5
5681,112,University degree,"Urban (town, city)",Male,51,Right,4,1.1
5682,336,High school,Suburban,Male,45,Right,2,1.85
5683,393,Graduate degree,NA,Male,42,Both,3,1.8
5684,197,Graduate degree,Suburban,Female,35,Right,2,2.8
5685,272,University degree,"Urban (town, city)",Male,63,Left,4,2.7
5686,377,University degree,Suburban,Female,54,Right,4,2.1
5687,252,University degree,Suburban,Male,30,Right,2,2.7
5688,205,High school,Rural (country side),Female,39,Right,2,1.85
5689,117,University degree,Rural (country side),Female,64,Right,4,2.05
5690,151,Graduate degree,Suburban,Female,32,Right,1,1.3
5691,192,University degree,"Urban (town, city)",Female,35,Right,2,1.1
5692,143,University degree,Rural (country side),Female,61,Right,3,2.55
5693,372,University degree,Suburban,Male,31,Left,2,3.15
5694,283,University degree,Suburban,Male,54,Right,2,1.65
5695,399,University degree,"Urban (town, city)",Male,25,Right,1,4.65
5696,264,University degree,"Urban (town, city)",Male,48,Right,1,2.95
5697,392,University degree,Suburban,Female,39,Right,5,3.8
5698,116,University degree,"Urban (town, city)",Male,21,Right,2,5.4
5699,NA,Less than high school,Suburban,Female,26,Right,2,3.5
5700,273,University degree,Suburban,Male,40,Right,2,1.65
5701,124,University degree,"Urban (town, city)",Female,23,Right,3,1
5702,383,Graduate degree,"Urban (town, city)",Female,32,Right,2,1.2
5703,140,University degree,Suburban,Male,25,Right,2,1.35
5704,165,University degree,Suburban,Male,22,Right,3,2.15
5705,NA,University degree,Suburban,Female,25,Right,2,2
5706,205,University degree,Suburban,Female,25,Right,3,1.45
5707,231,University degree,Suburban,Female,45,Right,3,1.65
5708,159,University degree,Rural (country side),Female,26,Right,2,1.15
5709,316,Graduate degree,Suburban,Male,52,Right,3,2.3
5710,287,University degree,Suburban,Female,41,Right,3,1.9
5711,363,University degree,"Urban (town, city)",Male,60,Left,2,1.4
5712,181,Graduate degree,Suburban,Female,56,Right,2,2.8
5713,523,High school,"Urban (town, city)",Female,20,Right,2,3.3
5714,197,Graduate degree,Suburban,Male,67,Right,3,2.6
5715,176,High school,Suburban,Male,43,Right,2,3.2
5716,105,Graduate degree,Suburban,Female,35,Right,3,1.3
5717,244,Graduate degree,Suburban,Male,51,Right,3,1.3
5718,156,Less than high school,Suburban,Male,14,Right,3,6.45
5719,141,High school,Suburban,Male,19,Left,2,2.85
5720,121,University degree,Suburban,Male,32,Right,4,3.05
5721,157,Graduate degree,"Urban (town, city)",Male,29,Right,2,2.8
5722,168,University degree,Suburban,Female,22,Right,3,2.3
5723,494,High school,Rural (country side),Male,34,Left,5,3.1
5724,123,Graduate degree,Rural (country side),Female,32,Right,2,4.9
5725,265,University degree,Rural (country side),Male,33,Right,2,2
5726,377,Graduate degree,Suburban,Male,55,Right,3,1.8
5727,389,Graduate degree,Suburban,Male,39,Left,2,1.25
5728,101,Graduate degree,Suburban,Female,31,Right,2,2.1
5729,269,University degree,Suburban,Male,64,Left,3,1.2
5730,161,University degree,Rural (country side),Male,26,Right,4,5.8
5731,196,High school,Suburban,Male,24,Right,3,1.65
5732,103,University degree,Rural (country side),Female,35,Both,3,1.4
5733,99,Graduate degree,Rural (country side),Female,42,Right,1,1.15
5734,372,High school,Suburban,Male,17,Right,2,2.45
5735,193,High school,Suburban,Female,48,Right,2,1.65
5736,249,University degree,"Urban (town, city)",Female,36,Right,3,1.8
5737,232,University degree,Suburban,Female,66,Right,2,1.5
5738,210,Graduate degree,Suburban,Male,43,Right,3,3
5739,89,Less than high school,NA,Male,17,Right,1,6.25
5740,259,University degree,Suburban,Male,25,Right,3,2.05
5741,246,University degree,Suburban,Female,54,Right,5,1.85
5742,157,Graduate degree,Rural (country side),Female,28,Right,2,1.7
5743,258,Graduate degree,"Urban (town, city)",Male,45,Right,3,4.6
5744,151,Graduate degree,Suburban,Female,25,Right,3,2.45
5745,224,Graduate degree,Suburban,Male,55,Right,2,1
5746,177,University degree,Suburban,Male,34,Both,4,1.55
5747,NA,University degree,Suburban,Male,22,Left,4,4.6
5748,153,University degree,Suburban,Male,21,Right,2,2.1
5749,200,Graduate degree,Rural (country side),Male,28,Right,3,2.2
5750,111,Graduate degree,Suburban,Female,29,Right,2,1.3
5751,138,Less than high school,Suburban,Male,16,Right,2,2.1
5752,216,University degree,Suburban,Female,42,Right,3,2.05
5753,325,High school,Suburban,Female,18,Right,3,2.1
5754,281,Less than high school,Suburban,Male,18,Right,1,2.25
5755,401,Graduate degree,"Urban (town, city)",Female,26,Right,1,2.95
5756,313,Graduate degree,Rural (country side),Female,32,Right,4,1.95
5757,236,University degree,"Urban (town, city)",Male,25,Right,4,2.45
5758,202,University degree,"Urban (town, city)",Male,27,Right,1,2.35
5759,188,Graduate degree,Suburban,Female,45,Left,3,1.75
5760,152,Graduate degree,Rural (country side),Female,33,Right,2,2.4
5761,250,Less than high school,Suburban,Male,17,Right,2,1.95
5762,309,Less than high school,"Urban (town, city)",Male,17,Right,2,4.25
5763,NA,High school,Suburban,Male,20,Left,3,2.65
5764,154,Graduate degree,Suburban,Female,33,Right,2,1.2
5765,116,Graduate degree,"Urban (town, city)",Female,30,Right,4,1.3
5766,154,High school,"Urban (town, city)",Female,17,Right,2,3.15
5767,228,Graduate degree,Suburban,Male,56,Right,6,2
5768,231,University degree,Suburban,Male,23,Right,6,4.2
5769,202,Graduate degree,"Urban (town, city)",Male,25,Right,1,5.15
5770,345,University degree,NA,Female,41,Both,2,2.85
5771,270,University degree,"Urban (town, city)",Female,21,Right,3,4
5772,239,Graduate degree,Suburban,Male,55,Right,4,2.3
5773,311,University degree,Rural (country side),Male,22,Left,4,3.7
5774,246,High school,Suburban,Male,50,Right,4,1.45
5775,154,Graduate degree,Suburban,Male,38,Right,1,1.9
5776,206,Graduate degree,"Urban (town, city)",Male,54,Right,2,1.55
5777,235,High school,"Urban (town, city)",Female,66,Right,4,4.6
5778,375,Graduate degree,Suburban,Male,47,Left,2,3.3
5779,302,University degree,Suburban,Male,47,Right,3,5.15
5780,208,Graduate degree,Rural (country side),Female,47,Right,2,3.95
5781,365,High school,"Urban (town, city)",Male,58,Right,8,3.2
5782,251,High school,Suburban,Female,56,Left,3,2.45
5783,147,University degree,Suburban,Female,21,Right,4,3
5784,189,High school,Suburban,Male,60,Right,1,2.15
5785,373,Graduate degree,"Urban (town, city)",Female,37,Right,2,2
5786,362,University degree,"Urban (town, city)",Male,37,Left,1,5.05
5787,319,University degree,Suburban,Male,32,Right,4,1.75
5788,141,Graduate degree,Rural (country side),Female,35,Right,2,1.75
5789,213,University degree,Rural (country side),Female,19,Right,2,1.55
5790,182,Graduate degree,Suburban,Male,27,Right,3,1.5
5791,142,Graduate degree,"Urban (town, city)",Male,27,Right,2,1.65
5792,183,University degree,Rural (country side),Female,28,Right,3,1.65
5793,334,Less than high school,Suburban,Female,16,Right,2,1.85
5794,216,University degree,Rural (country side),Male,26,Right,2,2.3
5795,549,High school,"Urban (town, city)",Male,23,Right,2,1.6
5796,NA,University degree,Suburban,Female,68,Right,4,5.05
5797,269,Graduate degree,Suburban,Male,45,Left,3,6
5798,154,High school,"Urban (town, city)",Female,19,Right,3,1.45
5799,467,Graduate degree,Rural (country side),Female,34,Right,2,1.75
5800,167,University degree,"Urban (town, city)",Female,46,Right,2,1.4
5801,259,Less than high school,"Urban (town, city)",Female,63,Right,3,6.85
5802,234,Graduate degree,"Urban (town, city)",Male,41,Right,1,5.4
5803,216,High school,Rural (country side),Male,31,Right,4,2.1
5804,193,High school,Rural (country side),Male,33,Right,2,3.25
5805,238,High school,"Urban (town, city)",Male,16,Right,2,2.15
5806,222,High school,Suburban,Female,60,Right,4,2.1
5807,281,Graduate degree,"Urban (town, city)",Male,48,Right,2,1.45
5808,515,High school,Rural (country side),Male,45,Right,4,1.6
5809,128,Graduate degree,"Urban (town, city)",Male,45,Right,3,1.65
5810,320,University degree,Suburban,Female,26,Left,4,3.95
5811,306,Graduate degree,Rural (country side),Male,38,Right,2,2.4
5812,200,Graduate degree,"Urban (town, city)",Male,52,Right,9,1
5813,324,Graduate degree,Suburban,Female,50,Right,2,1.45
5814,197,Graduate degree,"Urban (town, city)",Male,38,Right,1,1.7
5815,381,Graduate degree,Suburban,Male,61,Right,4,1.45
5816,130,High school,"Urban (town, city)",Male,20,Right,1,1.8
5817,NA,University degree,Rural (country side),Male,61,Right,4,4.4
5818,267,High school,Rural (country side),Male,35,Right,12,2.2
5819,281,Graduate degree,Suburban,Male,55,Right,4,1.15
5820,185,Less than high school,Rural (country side),Female,18,Right,1,8.55
5821,164,Graduate degree,"Urban (town, city)",Male,41,Right,1,2.45
5822,163,University degree,Rural (country side),Female,26,Right,4,5.2
5823,112,High school,Rural (country side),Male,18,Right,3,1.3
5824,227,Graduate degree,"Urban (town, city)",Female,38,Right,1,1.45
5825,200,University degree,"Urban (town, city)",Female,30,Right,1,1.4
5826,238,High school,Suburban,Male,50,Right,2,2.75
5827,158,Graduate degree,Suburban,Female,25,Right,1,2
5828,231,University degree,Suburban,Female,21,Right,2,4.75
5829,185,Less than high school,Suburban,Female,15,Left,2,1.65
5830,174,Graduate degree,Rural (country side),Male,52,Right,3,1.7
5831,106,High school,Suburban,Female,18,Right,2,1.2
5832,480,High school,Suburban,Male,49,Left,2,1.4
5833,134,University degree,Suburban,Female,47,Right,3,1.55
5834,205,Graduate degree,"Urban (town, city)",Male,81,Right,4,1.25
5835,516,Graduate degree,Suburban,Male,47,Right,2,1.25
5836,245,Graduate degree,"Urban (town, city)",Male,49,Right,3,2.25
5837,104,NA,Rural (country side),Female,66,Right,4,1
5838,121,Graduate degree,Suburban,Male,28,Right,1,1.45
5839,NA,Graduate degree,"Urban (town, city)",Male,57,Right,2,3.05
5840,274,Less than high school,Rural (country side),Other,16,Both,2,2.65
5841,157,Graduate degree,Rural (country side),Female,34,Right,3,1.2
5842,234,University degree,"Urban (town, city)",Female,29,Right,2,1.25
5843,339,Graduate degree,Rural (country side),Male,22,Both,2,1.65
5844,142,NA,Suburban,Female,69,Right,1,1.5
5845,99,Graduate degree,Suburban,Male,35,Right,2,1.4
5846,184,Graduate degree,Suburban,Male,62,Right,1,1.25
5847,246,University degree,Rural (country side),Female,47,Left,4,2.25
5848,330,University degree,Suburban,Male,34,Right,3,8.4
5849,156,Graduate degree,Suburban,Male,58,Right,1,1.6
5850,170,Graduate degree,Suburban,Male,59,Right,4,1.85
5851,153,University degree,Rural (country side),Male,40,Right,3,1.45
5852,168,University degree,Suburban,Male,57,Right,3,1.85
5853,157,Graduate degree,Rural (country side),Male,57,Right,5,2.75
5854,445,Graduate degree,Suburban,Female,62,Right,1,3.25
5855,173,University degree,Suburban,Female,32,Both,3,1
5856,173,High school,Suburban,Female,22,Right,4,2.35
5857,NA,High school,"Urban (town, city)",Male,21,Right,1,1.95
5858,158,University degree,Rural (country side),Male,53,Right,2,2.6
5859,196,University degree,Rural (country side),Male,45,Right,4,1.75
5860,331,Graduate degree,Rural (country side),Male,48,Right,3,2.35
5861,260,University degree,Suburban,Male,18,Right,2,2.75
5862,125,Graduate degree,"Urban (town, city)",Female,46,Right,2,1.85
5863,NA,University degree,NA,Male,62,Right,3,1
5864,NA,University degree,"Urban (town, city)",Male,42,Left,2,1.2
5865,183,Graduate degree,Rural (country side),Male,60,Right,5,1.65
5866,135,University degree,Suburban,Female,51,Right,4,2.210526315789474
5867,282,University degree,Rural (country side),Female,48,Right,3,2.85
5868,241,University degree,Suburban,Female,33,Right,2,2.1
5869,207,Graduate degree,Rural (country side),Female,46,Right,3,3
5870,NA,University degree,Rural (country side),Female,22,Right,3,3.1
5871,144,Less than high school,"Urban (town, city)",Male,25,Right,2,1
5872,302,High school,"Urban (town, city)",Female,59,Right,3,3.7
5873,164,University degree,"Urban (town, city)",Male,32,Both,2,3.4
5874,147,High school,Suburban,Male,21,Right,2,1.95
5875,161,University degree,Suburban,Male,20,Right,3,8.05
5876,419,University degree,Suburban,Female,33,Right,3,2.2
5877,189,Graduate degree,Suburban,Male,48,Right,2,2.2
5878,NA,Graduate degree,"Urban (town, city)",Female,36,Right,2,1.45
5879,NA,University degree,"Urban (town, city)",Male,53,Left,3,5.25
5880,256,Graduate degree,Rural (country side),Female,31,Right,2,2.5
5881,325,Less than high school,Rural (country side),Female,15,Right,3,2.25
